0,-0.764083385468,-0.162171497941,-0.909671068192,0.149384319782,t
0,-0.636186242104,-0.176832363009,-0.90653949976,0.176765277982,e
1,-1.42667031288,-0.0834867805243,-0.910418391228,0.0773001536727,t
1,-1.2730358839,-0.0917662531137,-0.904412448406,0.0948496833444,e
2,-2.34440565109,-0.0344779789448,-0.909691154957,0.0307961609215,t
2,-2.17648625374,-0.0356451049447,-0.90667283535,0.0403226539493,e
3,-2.70408964157,-0.0247945003211,0.0115421768278,-0.0170418340713,t
3,-2.54266405106,-0.0241542384028,-0.41617628932,0.016495058313,e
4,-3.48509192467,-0.0120019121096,-0.909640371799,0.0100201908499,t
4,-3.34419631958,-0.00825456622988,-0.907877027988,0.0141833089292,e
5,-4.35744524002,-0.0052879890427,-0.643864452839,0.00437524169683,t
5,-4.23865842819,-0.00105791492388,-0.759112656116,0.00903625786304,e
6,-3.83905649185,-0.51485902071,0.919303178787,-0.477105945349,t
6,-3.99981832504,-0.421471089125,0.923607587814,-0.559831619263,e
7,-2.93513917923,-0.801740884781,0.909176111221,-0.187640413642,t
7,-3.08269071579,-0.76450663805,0.916724264622,-0.209922552109,e
8,-2.01063537598,-0.922234237194,0.910383164883,-0.067097209394,t
8,-2.17541193962,-0.902128517628,0.914683640003,-0.0833219885826,e
9,-1.1475481987,-0.966277778149,0.909673094749,-0.0292665101588,t
9,-1.25866901875,-0.957147121429,0.915278553963,-0.0300978664309,e
10,-0.215258553624,-0.985912740231,0.911193192005,-0.0119772469625,t
10,-0.337600111961,-0.979634642601,0.914763092995,-0.00910404603928,e
11,0.499685108662,-0.993590593338,-0.0109835602343,0.0142984362319,t
11,0.459057211876,-0.988090395927,0.541382551193,-0.00263113854453,e
12,0.498471230268,-0.99363732338,0.00411694264039,-0.0302233342081,t
12,0.504603147507,-0.987620711327,0.0040496699512,0.00809786561877,e
13,0.501006662846,-0.993597626686,0.00409723492339,0.030182659626,t
13,0.505863785744,-0.98951292038,0.00824941229075,0.0282035823911,e
14,0.756535947323,-0.215918704867,0.229220435023,0.932976543903,t
14,0.714638531208,-0.384812146425,0.262951463461,0.93947994709,e
15,0.854777514935,0.737768650055,0.0584167018533,0.967396855354,t
15,0.855165719986,0.659705162048,0.064137019217,0.97280561924,e
16,0.912349760532,1.66983234882,0.0532259866595,0.93913936615,t
16,0.906859219074,1.50066161156,0.0641915276647,0.94981020689,e
17,0.944650828838,2.48582291603,0.0117559656501,0.522524833679,t
17,0.948515415192,2.45271873474,0.0183948948979,0.539453744888,e
18,0.940962612629,1.93997573853,-0.0145021937788,-0.937053978443,t
18,0.949708521366,2.10321140289,0.0120873078704,-0.936292409897,e
19,0.932633221149,0.972150862217,0.0216797739267,-0.938340783119,t
19,0.93861323595,1.09415030479,0.00132046279032,-0.932731986046,e
20,0.928097069263,0.064349681139,0.0265263784677,-0.938255429268,t
20,0.933734178543,0.220373496413,0.0187070183456,-0.933732330799,e
21,0.926066935062,-0.877333164215,-0.00160538777709,-0.936657011509,t
21,0.93234282732,-0.723896384239,0.0183079186827,-0.930782139301,e
22,0.926189661026,-1.82999658585,0.00275925174356,-0.938441753387,t
22,0.932133257389,-1.62538981438,0.0157223269343,-0.933594405651,e
23,0.927826106548,-2.75988197327,0.0322859250009,-0.93806040287,t
23,0.933189213276,-2.59794950485,0.0144805647433,-0.932693243027,e
24,0.931935310364,-3.5205886364,0.00747008249164,-0.416039228439,t
24,0.935324966908,-3.42085528374,0.0116370562464,-0.534983873367,e
25,0.184642955661,-4.30656719208,-0.920766472816,-0.649848639965,t
25,0.390114337206,-4.1347026825,-0.912176132202,-0.883109927177,e
26,-0.746298730373,-4.72587013245,-0.910222053528,-0.237919896841,t
26,-0.511261463165,-4.65354537964,-0.904649734497,-0.293634176254,e
27,-1.64164507389,-4.88693094254,-0.90952450037,-0.0983969122171,t
27,-1.49831700325,-4.86458396912,-0.905906975269,-0.111041888595,e
28,-2.54480266571,-4.95284938812,-0.910480976105,-0.0389994941652,t
28,-2.38579654694,-4.93996858597,-0.906521558762,-0.043217509985,e
